,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,desc
4750,4963,67931,John Katzenbach,The Analyst,https://images.gr-assets.com/books/1280112638l/67931.jpg,4.12,11685,"thriller, mystery","Dr. Frederick Starks, a New York psychoanalyst on the brink of a much-
needed vacation, is plunged into a deadly game of revenge where a
mysterious tormentor waits in the darkness to destroy him."
4751,4964,2113260,Jasper Fforde,Shades of Grey,https://images.gr-assets.com/books/1327563734l/2113260.jpg,4.14,22788,"fantasy, fiction",Shades of GreyJasper Fforde
4752,4965,33569,S.E. Hinton,"That Was Then, This Is Now",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439661031l/33569._SY475_.jpg,3.89,22946,"fiction, classics",HINTON/THAT WAS THEN THIS IS NOW
4753,4966,6164358,"Trenton Lee Stewart, Del Roy",The Mysterious Benedict Society and the Prisoner's Dilemma,https://images.gr-assets.com/books/1320473034l/6164358.jpg,4.28,23448,"mystery, fiction","The Mysterious Benedict Society and the Prisoner's DilemmaTrenton Lee Stewart, Del Roy"
4754,4967,10149142,Kevin    Wilson,The Family Fang,https://images.gr-assets.com/books/1444101399l/10149142.jpg,3.6,18214,"fiction, contemporary","Mr. and Mrs. Fang called it art. Their children called it mischief.
Performance artists Caleb and Camille Fang dedicated themselves to making
great art. But when an artist’s work lies in subverting normality, it can
be difficult to raise well-adjusted children. Just ask Buster and Annie
Fang. For as long as they can remember, they starred (unwillingly) in their
parents’ madcap pieces. But now that they are grown up, the chaos of their
childhood has made it difficult to cope with life outside the fishbowl of
their parents’ strange world. When the lives they’ve built come crashing
down, brother and sister have nowhere to go but home, where they discover
that Caleb and Camille are planning one last performance–their magnum
opus–whether the kids agree to participate or not. Soon, ambition breeds
conflict, bringing the Fangs to face the difficult decision about what’s
ultimately more important: their family or their art. Filled with Kevin
Wilson’s endless creativity, vibrant prose, sharp humor, and keen sense of
the complex performances that unfold in the relationships of people who
love one another, The Family Fang is a masterfully executed tale that is as
bizarre as it is touching."
4755,4968,10907,Chris Gardner,The Pursuit of Happyness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428219118l/10907.jpg,4.17,18492,"biography, nonfiction","The astounding yet true rags-to-riches saga of a homeless father who raised
and cared for his son on the mean streets of San Francisco and went on to
become a crown prince of Wall Street At the age of twenty, Milwaukee native
Chris Gardner, just out of the Navy, arrived in San Francisco to pursue a
promising career in medicine. Considered a prodigy in scientific research,
he surprised everyone and himself by setting his sights on the competitive
world of high finance. Yet no sooner had he landed an entry-level position
at a prestigious firm than Gardner found himself caught in a web of
incredibly challenging circumstances that left him as part of the city's
working homeless and with a toddler son. Motivated by the promise he made
to himself as a fatherless child to never abandon his own children, the two
spent almost a year moving among shelters, ""HO-tels,"" soup lines, and even
sleeping in the public restroom of a subway station. Never giving in to
despair, Gardner made an astonishing transformation from being part of the
city's invisible poor to being a powerful player in its financial district.
More than a memoir of Gardner's financial success, this is the story of a
man who breaks his own family's cycle of men abandoning their children.
Mythic, triumphant, and unstintingly honest, The Pursuit of Happyness
conjures heroes like Horatio Alger and Antwone Fisher, and appeals to the
very essence of the American Dream."
4756,4969,7147831,Karl Ove Knausgård,Min kamp 1,https://images.gr-assets.com/books/1262695721l/7147831.jpg,4.08,7886,"biography, contemporary",Min kamp 1Karl Ove Knausgård
4757,4970,8517008,Alan Bradley,A Red Herring Without Mustard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388266441l/8517008.jpg,4.07,26160,"mystery, fiction","When a Gypsy woman is wrongly accused of kidnapping a local child,
precocious young Flavia de Luce draws on her encyclopedic knowledge of
poisons and Gypsy lore to discern what really happened while investigating
the mystery of her own mother's fate."
4758,4971,18728,Doris Kearns Goodwin,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,https://images.gr-assets.com/books/1423756471l/18728.jpg,4.2,26004,"history, biography","Winner of the Pulitzer Prize for History, No Ordinary Time is a monumental
work, a brilliantly conceived chronicle of one of the most vibrant and
revolutionary periods in the history of the United States. With an
extraordinary collection of details, Goodwin masterfully weaves together a
striking number of story lines—Eleanor and Franklin’s marriage and
remarkable partnership, Eleanor’s life as First Lady, and FDR’s White House
and its impact on America as well as on a world at war. Goodwin effectively
melds these details and stories into an unforgettable and intimate portrait
of Eleanor and Franklin Roosevelt and of the time during which a new,
modern America was born."
4759,4972,414298,Richard Russo,Straight Man,https://images.gr-assets.com/books/1430659357l/414298.jpg,4.02,19358,"fiction, contemporary","The author of Nobody's Fool chronicles a singularly eventful week in the
life of William Henry Devereaux, Jr., a once-promising novelist and now the
middle-aged chairman of a university English department in hilarious
disarray. Reprint. 60,000 first printing. Tour."
4760,4973,10739,Walker Percy,The Moviegoer,https://images.gr-assets.com/books/1437668043l/10739.jpg,3.7,18655,"fiction, classics","Kate's desperate struggle to maintain her sanity forces her cousin Binx to
relinquish his dreamworld"
4761,4974,87346,"Anton Chekhov, Tom    Murphy",Вишнëвый сад,https://images.gr-assets.com/books/1464433142l/87346.jpg,3.68,18914,"classics, fiction","Вишнëвый садAnton Chekhov, Tom    Murphy"
4762,4975,4835838,Wendy Mass,11 Birthdays,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389496084l/4835838.jpg,4.18,22339,"fantasy, fiction","Amanda and Leo, best friends with the same birthday, had a falling out on
their tenth birthday and have not spoken since, but peculiar things begin
to happen as the day of their eleventh birthday repeats itself again and
again."
4763,4976,7329,"J.R.R. Tolkien, Christopher Tolkien",Unfinished Tales of Númenor and Middle-Earth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165611104l/7329._SY475_.jpg,3.93,18402,"fantasy, fiction","Unfinished Tales of Númenor and Middle-EarthJ.R.R. Tolkien, Christopher Tolkien"
4764,4977,9461872,Ann Brashares,Sisterhood Everlasting,https://images.gr-assets.com/books/1327878529l/9461872.jpg,3.9,25849,"fiction, contemporary","Having lost touch with each other over the years, Carmen, Lena, and Bridget
are surprised when they receive plane tickets to travel to Australia for a
reunion with Tibby, but after tragedy strikes their lives are changed
forever. Reprint."
4765,4978,349090,Grant Naylor,Infinity Welcomes Careful Drivers,https://images.gr-assets.com/books/1403947775l/349090.jpg,4.03,19773,"fiction, fantasy","Awakening from a drunken spree in a London pub to find himself on one of
Saturn's moons, Lister joins the Space Corps and boards the Red Dwarf,
determined to return to Earth. Reprint."
4766,4979,33459,Christopher Moore,Coyote Blue,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428328692l/33459.jpg,3.75,19901,"fiction, fantasy",Coyote BlueChristopher Moore
4767,4980,2501455,"أحلام مستغانمي, Ahlam Mosteghanemi",فوضى الحواس,https://images.gr-assets.com/books/1291848735l/2501455.jpg,3.83,16337,"fiction, romance","Arabic novel about life among a group of thieves by the Nobel Prize winning
Egyptian author."
4768,4981,87665,G.K. Chesterton,Orthodoxy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348323220l/87665.jpg,4.23,18303,"religion, christian",OrthodoxyG.K. Chesterton
4769,4982,426625,"Jane O'Connor, Robin Preiss Glasser",Fancy Nancy,https://images.gr-assets.com/books/1376473636l/426625.jpg,4.15,21619,fiction,"Meet Nancy, who believes that more is ALWAYS better when it comes to being
fancy. From the top of her tiara down to her sparkly studded shoes, Nancy
is determined to teach her family a thing or two about being fancy. How
Nancy transforms her parents and little sister for one enchanted evening
makes for a story that is funny and warm -- with or without the frills."
4770,4983,3692,Graham Greene,The Heart of the Matter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385263150l/3692.jpg,3.98,19149,"classics, fiction","An assistant police commissioner in a West African coastal town lets
passion overrule his honor."
4771,4984,21535019,Jeff Kinney,The Long Haul ,https://images.gr-assets.com/books/1408500992l/21535019.jpg,4.33,21822,"fiction, comics","Greg Heffley and his family hit the road in author-illustrator Jeff
Kinney's latest installment in the phenomenal bestselling Diary of a Wimpy
Kid series."
4772,4986,2029176,"James Patterson, Howard Roughan",Sail,https://images.gr-assets.com/books/1344264435l/2029176.jpg,3.8,20932,"mystery, fiction","A mother and her three children struggle to survive on the most shocking
vacation of their lives. James Patterson, America's #1 bestselling thriller
writer, presents his most suspenseful, explosive tale ever. Only an hour
out of port, the Dunne family's summer getaway to paradise is already
turning into the trip from hell. The three children are miserable, and not
shy about showing it. Katherine Dunne had hoped this vacation would bring
back the togetherness they'd lost when her husband died four years earlier.
Maybe if her new husband had joined them it would all have been okay.
Suddenly, a disaster hits-and it's perfect. Faced with this real threat,
the Dunnes rediscover the meaning of family. But this catastrophe is just a
tiny taste of the true danger that lurks ahead: somewhere out there,
someone wants to make sure that the Dunne family never leaves paradise
alive."
4773,4987,23301545,"Neil Gaiman, Chris Riddell",The Sleeper and the Spindle,https://images.gr-assets.com/books/1412343723l/23301545.jpg,3.9,20889,"fantasy, fiction","The Sleeper and the SpindleNeil Gaiman, Chris Riddell"
4774,4989,18750,"A.N. Roquelaure, Anne Rice",Beauty's Punishment,https://images.gr-assets.com/books/1426861477l/18750.jpg,3.62,20867,"fiction, romance","Beauty is sold into erotic slavery and forced to obey the orders of the
Captain and Mistress Lockley"
4775,4990,285011,Dee Henderson,The Negotiator,https://images.gr-assets.com/books/1406508359l/285011.jpg,4.32,20278,"christian, fiction","FBI agent Dave Richman falls in love with Kate O'Malley, a hostage
negotiator, during a crisis and must deal with the fact that she is not a
Christian and that, because of her job, she is often endangered."
4776,4991,13041934,Ravinder Singh,Can Love Happen Twice?,https://images.gr-assets.com/books/1321016822l/13041934.jpg,3.31,15668,"romance, fiction","Failing to show up after being invited with his friends to talk about his
famous love story on a romance-themed radio chat show, Ravin becomes the
topic of an emotionally turbulent discussion drawn on his incomplete second
book, which reveals astonishing new developments. By the author of I Too
Had a Love Story. Reprint."
4777,4992,3124249,"Gregory Maguire, Douglas Smith",A Lion Among Men,https://images.gr-assets.com/books/1370992593l/3124249.jpg,3.29,21794,"fantasy, fiction","""Hardly more than a kitten . . . I had thought to call it Prrr, but it
shivers more often than it purrs, so I call it Brrr instead."" —From Wicked
Since Wicked was first published in 1995, millions of readers have
discovered Gregory Maguire's fantastically encyclopedic Oz, a world filled
with characters both familiar and new, darkly conceived and daringly
reimagined. In the much-anticipated third volume of the Wicked Years, we
return to Oz, seen now through the eyes of the Cowardly Lion—the once tiny
cub defended by Elphaba in Wicked. While civil war looms in Oz, a tetchy
oracle named Yackle prepares for death. Before her final hour, an enigmatic
figure known as Brrr—the Cowardly Lion—arrives searching for information
about Elphaba Thropp, the Wicked Witch of the West. As payment, Yackle, who
hovered on the sidelines of Elphaba's life, demands some answers of her
own. Brrr surrenders his story to the ailing maunt: Abandoned as a cub, his
earliest memories are gluey hazes, and his path from infancy in the Great
Gillikin Forest is no Yellow Brick Road. Seeking to redress an early
mistake, he trudges through a swamp of ghosts, becomes implicated in a
massacre of trolls, and falls in love with a forbidding Cat princess. In
the wake of laws that oppress talking Animals, he avoids a jail sentence by
agreeing to serve as a lackey to the war-mongering Emperor of Oz. A Lion
Among Men chronicles a battle of wits hastened by the Emerald City's
approaching armies. What does the Lion know of the whereabouts of the
Witch's boy, Liir? What can Yackle reveal about the auguries of the Clock
of the Time Dragon? And what of the Grimmerie, the magic book that vanished
as quickly as Elphaba? Is destiny ever arbitrary? Can those tarnished by
infamy escape their sobriquets—cowardly, wicked, brainless, criminally
earnest—to claim their own histories, to live honorably within their own
skins before they're skinned alive? At once a portrait of a would-be
survivor and a panoramic glimpse of a world gone shrill with war fever,
Gregory Maguire's new novel is written with the sympathy and power that
have made his books contemporary classics."
4778,4993,43908,Raymond E. Feist,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212748l/43908.jpg,4.02,20847,"fantasy, fiction","A dread darkness is descending upon a great land called Midkemia—a powerful
and malevolent race of monsters that has slipped through a hole in the
dimensions. And two unlikely young heroes—a bastard heir denied his
birthright and an irrepressible scoundrel with a penchant for thievery—must
take up arms in the struggle to protect their besieged world...two friends
chosen by Destiny to stand at the fore of the battle that is to come
against the gargantuan reptile army of the terrible Emerald Queen."
4779,4994,11466,Tobias Wolff,This Boy's Life: A Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181708l/11466.jpg,3.98,19981,"memoir, nonfiction","The author chronicles the tumultuous events of his early life, discussing
his parents' divorce, the nomadic wanderings with his mother that followed,
and the strange and eventful process of growing up."
4780,4995,3993839,Jonathan Maberry,Patient Zero,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439953244l/3993839._SY475_.jpg,3.98,19852,"horror, thriller",Patient ZeroJonathan Maberry
4781,4996,545951,Willa Cather,Death Comes for the Archbishop,https://images.gr-assets.com/books/1436632846l/545951.jpg,3.88,21343,"fiction, classics","One afternoon in the autumn of 1851 a solitary horseman, followed by a
pack-mule, was pushing through an arid stretch of country somewhere in
central New Mexico. He had lost his way, and was trying to get back to the
trail, with only his compass and his sense of direction for guides. The
difficulty was that the country in which he found himself was so
featureless-or rather, that it was crowded with features, all exactly
alike. As far as he could see, on every side, the landscape was heaped up
into monotonous red sand-hills, not much larger than haycocks, and very
much the shape of haycocks. One could not have believed that in the number
of square miles a man is able to sweep with the eye there could be so many
uniform red hills. He had been riding among them since early morning, and
the look of the country had no more changed than if he had stood still. He
must have travelled through thirty miles of these conical red hills,
winding his way in the narrow cracks between them, and he had begun to
think that he would never see anything else. They were so exactly like one
another that he seemed to be wandering in some geometrical nightmare;
flattened cones, they were, more the shape of Mexican ovens than haycocks-
yes, exactly the shape of Mexican ovens, red as brick-dust, and naked of
vegetation except for small juniper trees. And the junipers, too, were the
shape of Mexican ovens. Every conical hill was spotted with smaller cones
of juniper, a uniform yellowish green, as the hills were a uniform red. The
hills thrust out of the ground so thickly that they seemed to be pushing
each other, elbowing each other aside, tipping each other over."
4782,4998,17312201,Rick Riordan,The Son of Sobek,https://images.gr-assets.com/books/1367948073l/17312201.jpg,4.26,21691,"fantasy, fiction","In this e-book short story by Rick Riordan, Carter Kane is investigating
rumored sightings of a monster on Long Island when he runs into something
else: a mysterious boy named Percy Jackson. And their meeting isn't exactly
friendly. . . . Includes a sneak peek chapter from HOUSE OF HADES, Book
Four in the Heroes of Olympus series."
4783,4999,52823,"Molière, Martin Sorrell","Le Tartuffe, ou L’Imposteur",https://images.gr-assets.com/books/1319501006l/52823.jpg,3.66,21061,"classics, fiction","Condemned and banned for five years in Molière's day, Tartuffe is a satire
on religious hypocrisy. Tartuffe worms his way into Orgon's household,
blinding the master of the house with his religious ""devotion,"" and almost
succeeds in his attempts to seduce his wife and disinherit his children
before the final unmasking."
4784,5000,4701550,Larissa Ione,Passion Unleashed,https://images.gr-assets.com/books/1344267582l/4701550.jpg,4.32,28493,"paranormal, romance",Passion UnleashedLarissa Ione
4785,5001,1896346,Kazune Kawahara,高校デビュー 1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348252906l/1896346.jpg,4.11,21210,"manga, romance",高校デビュー 1Kazune Kawahara
4786,5002,10400407,أثير عبدالله النشمي,في ديسمبر تنتهي كل الأحلام,https://images.gr-assets.com/books/1304699101l/10400407.jpg,3.33,16479,"romance, fiction","أنا مكتئب!.. مكتئب جداً... وعادة لا تصيبني الكآبة أثناء كتابتي لأي عمل..
أنا رجل لطالما أحب مرحلة الكتابة، رجل يستمتع بكل ما يصاحب تلك المرحلة
المرهقة من أرق وألم وتضارب في المشاعر، لكنني، وما أن يرى كتابي النور.. حتى
أصاب باكتئاب ما بعد الكتابة، فأكره كتابي (الوليد) لدرجة أشعر معها بالرغبة
في أن أوئده وأتلف كل نسخه.. لكن حالة الكآبة بدأت مبكرة هذه المرة.. استبقت
كآبتي نوفمبر، واستبقت أيضاً روايتي الجديدة.. ولا أدري إن كنت قادراً على أن
أصمد حتى يناير القادم أو حتى إصدار الرواية"
4787,5003,386234,Mercer Mayer,Just for You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559953221l/386234._SX318_.jpg,4.25,22965,"fiction, classics","A little creature tries and tries to do something special for his mother
but something always seems to go wrong."
4788,5004,294047,James Rollins,Amazonia,https://images.gr-assets.com/books/1440044334l/294047.jpg,4.11,20410,"thriller, fiction","The Rand scientific expedition entered the lush wilderness of the Amazon
and never returned. Years later, one of its members has stumbled out of the
world’s most inhospitable rainforest—a former Special Forces soldier,
scarred, mutilated, terrified, and mere hours from death, who went in with
one arm missing . . . and came out with both intact. Unable to comprehend
this inexplicable event, the government sends Nathan Rand into this
impenetrable secret world of undreamed-of perils to follow the trail of his
vanished father . . . toward mysteries that must be solved at any cost. But
the nightmare that is awaiting Nate and his team of scientists and seasoned
U.S. Rangers dwarfs any danger they anticipated . . . an ancient, unspoken
terror—a power beyond human imagining—that can forever alter the world
beyond the dark, lethal confines of Amazonia."
4789,5005,46674,David D. Burns, Feeling Good: The New Mood Therapy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440657672l/46674._SY475_.jpg,3.95,17065,"nonfiction, psychology","The good news is that anxiety, guilt, pessimism, procrastination, low self-
esteem, and other ""black holes"" of depression can be cured without drugs.
In Feeling Good, eminent psychiatrist, David D. Burns, M.D., outlines the
remarkable, scientifically proven techniques that will immediately lift
your spirits and help you develop a positive outlook on life. Now, in this
updated edition, Dr. Burns adds an All-New Consumer′s Guide To Anti-
depressant Drugs as well as a new introduction to help answer your
questions about the many options available for treating depression. -
Recognise what causes your mood swings - Nip negative feelings in the bud -
Deal with guilt - Handle hostility and criticism - Overcome addiction to
love and approval - Build self-esteem - Feel good everyday"
4790,5006,114184,Nora Roberts,Blue Smoke,https://images.gr-assets.com/books/1309286007l/114184.jpg,3.97,24366,"mystery, fiction","Reena Hale is an arson investigator who steps into an inferno of madness
when a man begins to haunt her life with astring of horrifying crimes."
4791,5007,6528,Patricia Cornwell,Predator,https://images.gr-assets.com/books/1310552145l/6528.jpg,3.67,21668,"mystery, fiction",PredatorPatricia Cornwell
4792,5008,720298,Melody Beattie,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390621839l/720298.jpg,4.13,18340,"nonfiction, psychology","Discusses codependency and contains real-life examples, personal
reflections, exercises, and self-tests designed to help people overcome
their codependency."
4793,5009,254308,"Ivan Goncharov, Stephen Pearl, Galya Diment",Обломов,https://images.gr-assets.com/books/1456384296l/254308.jpg,4,18458,"classics, fiction","First published 150 years ago, Ivan Goncharov's Oblomov is and undisputed
classic of Russian literature, the artistic stature and cultural
significance of which have been compared to such master pieces as Leo
Tolstoy's Anna Karenina and Fyodor Dostoevsky's Brothers Karamazov. Until
now, no English-language edition has done justice to this astonishing,
sidesplitting, and deeply poignant novel. Years in preparation, Stephan
Pearl's landmark translation, with its innovative lexicon, pitch-perfect
ear for dialect and colloquial speech, and superb prose styling, allows
today's reader to appreciate Oblomov at new heights of emotional, ironic,
and comic satisfaction. Set in Petersburg, Russia, this is the story of
Ilya Ilyich Oblomov, an amiable, thirty-something underachiever, who lives
in an apartment with his life-long with his life-long servant, Zakhar.
Oblomov rarely changes out of his dressing gown, spending his days drifting
in and out of sleep, dreaming of his idyllic childhood on his ancestral
estate, Oblomovka. His boyhood friend, Stoltz, motivated accomplished, and
always alert, often visits Oblomov. When Stoltz introduces him to the
beautiful and cultured Olga, Oblomov moves to the country to be near her.
Olga is soon smitten with the lovable Oblomov but is determined to change
him into a man in action."
4794,5010,198332,Clive Cussler,Inca Gold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172611303l/198332.jpg,3.96,20297,"fiction, thriller","Saving the lives of two American archaeologists who nearly drown in a
sacrificial pool in the Andes Mountains, Dirk Pitt becomes unwittingly
involved in a sinister crime organization that has discovered an ancient
treasure."
4795,5011,18167006,Ruth Reichl,Delicious!,https://images.gr-assets.com/books/1404478598l/18167006.jpg,3.75,17657,"fiction, romance",Delicious!Ruth Reichl
4796,5012,6496815,"Po Bronson, Ashley Merryman",NurtureShock: New Thinking About Children,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442285268l/6496815._SY475_.jpg,4.04,17310,"nonfiction, psychology","One of the most influential books about children ever published,
NurtureShock offers a revolutionary new perspective on children that upends
a library's worth of conventional wisdom. With impeccable storytelling and
razor-sharp analysis, the authors demonstrate that many of modern society's
strategies for nurturing children are in fact backfiring--because key
twists in the science have been overlooked. Nothing like a parenting
manual, NurtureShock gets to the core of how we grow, learn and live.
Released in hardcover in September 2009, NurtureShock remained on the New
York Times best seller list for three months, and was one of Amazon's best
selling books for 2009. The book has become a worldwide phenomenon with
editions published around the world - in fifteen languages, to date. In
addition to Bronson and Merryman's writings on praise -- first made famous
in New York magazine -- there are nine more equally groundbreaking
chapters. Among the topics covered: Why the most brutal person in a child's
life is often a sibling, and how a single aspect of their preschool-aged
play can determine their relationship as adults. When is it too soon - or
too late - to teach a child about race? Children in diverse schools are
less likely to have a cross-racial friendship, not more - so is school
diversity backfiring? Millions of families are fighting to get their kids
into private schools and advanced programs as early as possible. But
schools are missing the best kids, 73% of the time - the new neuroscience
explains why. Why are kids - even those from the best of homes - still
aggressive and cruel? The answer is found in a rethinking of parental
conflict, discipline, television's unexpected influence, and social
dominance. Parents are desperate to jump-start infants' language skills.
Recently, scientists have discovered a series of natural techniques that
are astonishing in their efficacy - it's not baby videos, sign language, or
even the richness of language exposure. It's nothing you've heard before."
4797,5013,1849,Nelson DeMille,Wild Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442668457l/1849._SY475_.jpg,3.99,18529,"fiction, mystery","NEW YORK TIMES BESTSELLER ""Nelson DeMille is a true master."" - Dan Brown,
#1 bestselling author of The Da Vinci Code Welcome to the Custer Hill Club
--an informal men's club set in a luxurious Adirondack hunting lodge whose
members include some of America's most powerful business leaders, military
men, and government officials. Ostensibly, the club is a place to gather
with old friends, hunt, eat, drink, and talk off-the-record about war,
life, death, sex and politics. But one Fall weekend, the Executive Board of
the Custer Hill Club gathers to talk about the tragedy of 9/11 and what
America must do to retaliate. Their plan is finalized and set into motion.
That same weekend, a member of the Federal Anti-Terrorist Task Force is
reported missing. His body is soon discovered in the woods near the Custer
Hill Club's game reserve. The death appears to be a hunting accident, and
that's how the local police first report it, but Detective John Corey has
his doubts. As he digs deeper, he begins to unravel a plot involving the
Custer Hill Club, a top-secret plan known only by its code name: Wild Fire.
Racing against the clock, Detective Corey and his wife, FBI agent Kate
Mayfield, find they are the only people in a position to stop the button
from being pushed and chaos from being unleashed."
4798,5014,154423,Mary Higgins Clark,Two Little Girls in Blue,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348663827l/154423.jpg,3.85,20727,"mystery, fiction","Traumatized by the kidnappings of her twin three-year-old girls, only one
of whom was recovered, a mother begins a desperate search when her returned
daughter claims that the other twin, believed dead, is still alive and in
mortal danger. Reprint."
4799,5015,589979,"Raymond E. Feist, Janny Wurts",Daughter of the Empire,https://images.gr-assets.com/books/1404668411l/589979.jpg,4.24,24055,"fantasy, fiction","Mara, a young, untested Ruling Lady of Kelewan, is called upon to lead her
people in a heroic stuggle for survival. But first she must rally an army
of rebel warriors, form a pact with the alien cho-ja and marry the son of a
hated enemy. Queen Mara of Acoma vows to avenge the deaths of her brother
and father, even if it means killing her own husband."
4800,5016,688191,Neal Shusterman,Everlost,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534705392l/688191._SX318_.jpg,3.94,24506,"fantasy, paranormal","When Nick and Allie are killed in a car crash, they end up in Everlost, or
limbo for lost souls, where although Nick is satisfied, Allie will stop at
nothing--even skinjacking--to break free."
4801,5017,8534799,Kresley Cole,Dreams of a Dark Warrior,https://images.gr-assets.com/books/1285724086l/8534799.jpg,4.39,28315,"paranormal, romance",Dreams of a Dark WarriorKresley Cole
4802,5018,7824997,"John Grisham, Richard Thomas","Theodore Boone, Kid Lawyer",https://images.gr-assets.com/books/1275094812l/7824997.jpg,3.72,19284,"mystery, fiction","Theodore Boone, Kid LawyerJohn Grisham, Richard Thomas"
4803,5019,34072,Chris Ware,Jimmy Corrigan: The Smartest Kid on Earth,https://images.gr-assets.com/books/1327962921l/34072.jpg,4.1,17128,"comics, fiction","A graphic novel chronicles four generations of the Corrigan men, from 1893
to 1983."
4804,5020,39980,Richard Peck,A Year Down Yonder,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388238223l/39980.jpg,4.1,23310,"fiction, classics","During the recession of 1937, fifteen-year-old Mary Alice is sent to live
with her feisty, larger-than-life grandmother in rural Illinois and comes
to a better understanding of this fearsome woman. A Newbery Medal Winner &
ALA Notable Book. Reprint."
4805,5021,16163690,Kristen Ashley,Own the Wind,https://images.gr-assets.com/books/1358119230l/16163690.jpg,4.22,38673,"romance, contemporary","Too hot to handle . . . Tabitha Allen grew up in the thick of Chaos-the
Chaos Motorcycle Club, that is. Her father is Chaos' leader, and the club
has always had her back. But one rider was different from the start. When
Tabby was running wild, Shy Cage was there. When tragedy tore her life
apart, he helped her piece it back together. And now, Tabby's thinking
about much more than friendship . . . Tabby is everything Shy's ever
wanted, but everything he thinks he can't have. She's beautiful, smart, and
as his friend's daughter, untouchable. Shy never expected more than
friendship, so when Tabby indicates she wants more-much more-he feels like
the luckiest man alive. But even lucky men can crash and burn . . ."
4806,5022,4516,Carlos Ruiz Zafón,Marina,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165444662l/4516.jpg,3.99,18260,"horror, fiction",MarinaCarlos Ruiz Zafón
4807,5024,15054,Jeanette Winterson,Written on the Body,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924844l/15054.jpg,4.08,18203,"fiction, romance","A combined love story and philosophical meditation on the body as a
physical phenomenon thrusts the reader into the life of a married woman and
her erotic relationship with an unidentified lover who narrates the story"
4808,5025,7849341,Colleen Houck,Tiger's Voyage,https://images.gr-assets.com/books/1320459742l/7849341.jpg,4.35,24495,"fantasy, romance","After battling the villanous Lokesh, Kelsey and the Indian princes Ren and
Kishan return to India, where Kelsey learns that Ren has amnesia, and five
cunning dragons try to keep the trio from breaking the curse that binds
them."
4809,5026,605015,Dean Koontz,Dean Koontz's Frankenstein: Dead and Alive,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347873655l/605015.jpg,4.01,18310,"horror, fiction","Frankenstein's creation, now calling itself Deucalion, faces the final
confrontation with its creator, but first they must face an indestructible
nightmare entity, as all of the mad scientist's creations return to destroy
him."
4810,5027,4591,Matt Ridley,Genome: The Autobiography of a Species in 23 Chapters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439697027l/4591._SY475_.jpg,4.02,17684,"science, nonfiction","The genome's been mapped. But what does it mean? Arguably the most
significant scientific discovery of the new century, the mapping of the
twenty-three pairs of chromosomes that make up the human genome raises
almost as many questions as it answers. Questions that will profoundly
impact the way we think about disease, about longevity, and about free
will. Questions that will affect the rest of your life. Genome offers
extraordinary insight into the ramifications of this incredible
breakthrough. By picking one newly discovered gene from each pair of
chromosomes and telling its story, Matt Ridley recounts the history of our
species and its ancestors from the dawn of life to the brink of future
medicine. From Huntington's disease to cancer, from the applications of
gene therapy to the horrors of eugenics, Matt Ridley probes the scientific,
philosophical, and moral issues arising as a result of the mapping of the
genome. It will help you understand what this scientific milestone means
for you, for your children, and for humankind."
